City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Campinas,UberX,COMPLETED,2021-05-20 13:44:45 +0000 UTC,2021-05-20 13:49:32 +0000 UTC,-23.188171,-46.889973,"Rua Coronel Boaventura Mendes Pereira, 0 - Vila Boaventura, Jundiaí - SP, 13201-801, Brasil",2021-05-20 14:04:19 +0000 UTC,-23.120419,-46.85412,"R. Profa. Eliza Carelli Mazzei, 522 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brasil",8.02,18.53,BRL
Campinas,UberX,COMPLETED,2021-05-20 12:57:56 +0000 UTC,2021-05-20 12:59:52 +0000 UTC,-23.187654,-46.896397,"R. do Retiro, 761 - Vila Virginia, Jundiaí - SP, 15992-503, Brasil",2021-05-20 13:06:43 +0000 UTC,-23.190191,-46.88857,"Praça das Bandeiras, 144 - Centro, Jundiaí - SP, 13207-009, Brasil",1.05,6.27,BRL
Campinas,UberX,COMPLETED,2021-05-09 02:05:35 +0000 UTC,2021-05-09 02:29:30 +0000 UTC,-23.152527,-46.918343,"Rua Dr. Roberto Schmidt, 260 - Portal da Primavera, Jundiaí - SP, 13214-682, Brasil",2021-05-09 02:42:13 +0000 UTC,-23.120413,-46.854103,"R. Profa. Eliza Carelli Mazzei, 522 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brasil",7.51,22.69,BRL
Campinas,UberX,COMPLETED,2021-02-20 16:49:02 +0000 UTC,2021-02-20 16:57:02 +0000 UTC,-23.189697,-46.88732,"R. Baronesa do Japi, 328 - Centro, Jundiaí - SP, 13207-684, Brasil",2021-02-20 17:03:14 +0000 UTC,-23.207296,-46.895374,"Av. 9 de Julho, 4000 - Jardim Anhanguera, Jundiaí - SP, 13208-056, Brasil",1.67,8.59,BRL
Campinas,UberX,CANCELED,2021-02-20 16:47:48 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,CANCELED,2020-12-05 17:59:53 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.153767,-46.879368,"SP-360 - Pinheirinho/Represa, Jundiaí - SP, 13216-605, Brasil",1970-01-01 00:00:00 +0000 UTC,-23.12064778804779,-46.85313045978546,"Rua Eliza Carelli Mazzei & Rua Professora Elza Carelli Mazzei - Jundiaí - Jundiaí - SP, 13215",0.00,0,BRL
Campinas,UberX,COMPLETED,2020-11-29 21:27:36 +0000 UTC,2020-11-29 21:38:00 +0000 UTC,-23.176298,-46.886395,"Av. Itatiba, 208 - Vila Liberdade, Jundiaí - SP, 13215-250, Brasil",2020-11-29 21:49:37 +0000 UTC,-23.121534,-46.853954,"Tv. 01, 76 - Parque Espelho D Agua, Jundiaí - SP, 13215-860, Brasil",5.69,20.2,BRL
Campinas,UberX,COMPLETED,2020-11-02 01:13:42 +0000 UTC,2020-11-02 01:23:31 +0000 UTC,-23.185276,-46.871075,"R. Maestro José Maria Passos, 83 - Pte. Sao Joao, Jundiaí - SP, 13218-100, Brasil",2020-11-02 01:38:24 +0000 UTC,-23.121355,-46.85406,"Tv. 01, 76 - Parque Espelho D Agua, Jundiaí - SP, 13215-860, Brasil",6.93,19.04,BRL
Campinas,UberX,COMPLETED,2020-11-01 17:20:29 +0000 UTC,2020-11-01 17:41:31 +0000 UTC,-23.120262,-46.853878,"Chácaras Maltoni, Jundiaí - SP, 13215-860, Brasil",2020-11-01 17:55:53 +0000 UTC,-23.188366,-46.855682,"Av. dos Imigrantes Italianos, 2007 - Jardim Pacaembu, Jundiaí - SP, 13218-090, Brasil",5.59,11.66,BRL
Campinas,UberX,COMPLETED,2020-11-01 16:27:41 +0000 UTC,2020-11-01 16:31:48 +0000 UTC,-23.18781,-46.88202,"Av. Dr. Cavalcanti, 1071 - Centro, Jundiaí - SP, 13201-003, Brasil",2020-11-01 16:45:15 +0000 UTC,-23.12027,-46.85413,"R. Profa. Eliza Carelli Mazzei, 522 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brasil",6.57,14.65,BRL
Campinas,UberX,COMPLETED,2020-11-01 14:08:02 +0000 UTC,2020-11-01 14:10:48 +0000 UTC,-22.855206,-47.052734,"R. das Hortências, 980 - Chácara Primavera, Campinas - SP, 13176-411, Brasil",2020-11-01 14:27:57 +0000 UTC,-22.905884,-47.073074,"R. Dr. Pereira Lima, 88 - Bonfim, Campinas - SP, 13035-505, Brasil",5.44,12.06,BRL
Campinas,UberX,COMPLETED,2020-10-31 16:51:33 +0000 UTC,2020-10-31 17:07:03 +0000 UTC,-23.187283,-46.884514,"R. da Padroeira, 512 - Centro, Jundiaí - SP, 13201-026, Brasil",2020-10-31 17:20:00 +0000 UTC,-23.154348,-46.869537,"R. Joaquim Sanches Terron, 295 - Jardim Bandeiras, Jundiaí - SP, 13216-670, Brasil",3.28,9.85,BRL
Campinas,UberX,CANCELED,2020-10-31 16:35:06 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.189299,-46.889988,"R. Do Retiro, 30 - Centro - Jundiaí - SP, 13201-030",1970-01-01 00:00:00 +0000 UTC,-23.17165089762153,-46.9419314986943,"SP-300 - Medeiros, Jundiaí - SP, 13212-240, Brasil",0.00,0,BRL
Campinas,UberX,COMPLETED,2020-10-31 01:08:27 +0000 UTC,2020-10-31 01:12:18 +0000 UTC,-22.90571,-47.07299,"R. Pereira Tangerino, 70 - Vila Industrial (Campinas), Campinas - SP, 13073-210, Brasil",2020-10-31 01:26:59 +0000 UTC,-22.854664,-47.051888,"R. Jasmim, 750 - bl 01 - 151 - Chácara Primavera, Campinas - SP, 13087-460, Brasil",4.65,14.68,BRL
Campinas,UberX,COMPLETED,2020-10-30 23:47:04 +0000 UTC,2020-10-30 23:56:41 +0000 UTC,-23.189692,-46.887318,"R. Baronesa do Japi, 338 - Centro, Jundiaí - SP, 13207-684, Brasil",2020-10-31 00:03:29 +0000 UTC,-23.207262,-46.895313,"Vianelo/Bonfiglioli, Jundiaí - SP, 13201-019, Brasil",1.68,8.31,BRL
Campinas,UberX,CANCELED,2020-10-29 20:37:33 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,CANCELED,2020-10-29 20:17:52 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.16341,-46.871586,"Rua Rio de Janeiro, 20 - Jundiaí - Jundiaí - SP, 13216-570",1970-01-01 00:00:00 +0000 UTC,-23.14838833788002,-46.86880137421082,"Avenida João Toresin & Avenida Maria Carletti - Cerâmica II - Betel - Jundiaí - SP, 13216",0.00,0,BRL
Campinas,UberX,COMPLETED,2020-10-23 21:20:31 +0000 UTC,2020-10-23 21:29:17 +0000 UTC,-23.185787,-46.875374,"Av. São João, 358 - Vila Joana, Jundiaí - SP, 13216-000, Brasil",2020-10-23 21:35:28 +0000 UTC,-23.193394,-46.868965,"R. Henriqueta Zambon, 1 - Vila Santana II, Jundiaí - SP, 13219-021, Brasil",1.38,7.94,BRL
Campinas,UberX,CANCELED,2020-10-19 20:14:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,COMPLETED,2020-10-12 00:22:36 +0000 UTC,2020-10-12 00:28:36 +0000 UTC,-23.169512,-46.909904,"R. Marília, 273 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brasil",2020-10-12 00:41:16 +0000 UTC,-23.185242,-46.871067,"R. Maestro José Maria Passos, 83 - Pte. Sao Joao, Jundiaí - SP, 13218-100, Brasil",3.67,12.02,BRL
Campinas,UberX,COMPLETED,2020-10-11 19:27:25 +0000 UTC,2020-10-11 19:33:37 +0000 UTC,-23.170322,-46.892258,"Av. Antônio Frederico Ozanan, 6000 - Vila Rio Branco, Jundiaí - SP, 13215-276, Brasil",2020-10-11 19:39:50 +0000 UTC,-23.173134,-46.905888,"R. Antônio Maximiliano de Almeida, 76 - Cidade Luíza, Jundiaí - SP, 13214-120, Brasil",1.59,6.73,BRL
Campinas,UberX,COMPLETED,2020-10-03 12:59:44 +0000 UTC,2020-10-03 13:02:11 +0000 UTC,-23.17975,-46.887764,"R. Benjamin Constant, 186 - Centro, Jundiaí - SP, 13201-046, Brasil",2020-10-03 13:17:25 +0000 UTC,-23.121452,-46.85402,"Tv. 01, 76 - Parque Espelho D Agua, Jundiaí - SP, 13215-860, Brasil",6.20,13.13,BRL
Campinas,UberX,COMPLETED,2020-09-25 19:19:26 +0000 UTC,2020-09-25 19:34:37 +0000 UTC,-23.11032,-46.88249,"Rio Acima, Jundiaí - SP, 13215-840, Brasil",2020-09-25 19:41:16 +0000 UTC,-23.12144,-46.85401,"Tv. 01, 76 - Parque Espelho D Agua, Jundiaí - SP, 13215-860, Brasil",2.95,8.21,BRL
Campinas,UberX,COMPLETED,2020-09-19 00:01:55 +0000 UTC,2020-09-19 00:21:56 +0000 UTC,-23.12153138830139,-46.85394334960255,"Chácaras Maltoni, Jundiaí - SP, 13218-650, Brasil",2020-09-19 00:40:50 +0000 UTC,-23.17303284532102,-46.90583361251288,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brasil",10.82,17.16,BRL
Campinas,UberX,CANCELED,2020-09-17 22:01:45 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.16423842538027,-46.8710772769428,"Rua Rio de Janeiro, 142 - Jundiaí - Jundiaí - SP, 13216-570",1970-01-01 00:00:00 +0000 UTC,-23.14971258068542,-46.87799626611439,"Avenida Augusto Mazzi, 120 - Jundiaí - Jundiaí - SP, 13216-715",0.00,0,BRL
Campinas,UberX,CANCELED,2020-09-17 21:34:51 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.15164112253131,-46.86703249974129,"Avenida Humberto Cereser, 1257 - Cerâmica II - Betel - Jundiaí - SP, 13216",1970-01-01 00:00:00 +0000 UTC,-23.15108625606194,-46.8680921258992,"Alameda das Cerejeiras, 46 - Vale Azul - Jundiaí - SP, 13216-773",0.00,0,BRL
Campinas,UberX,COMPLETED,2020-09-13 22:42:11 +0000 UTC,2020-09-13 22:54:36 +0000 UTC,-23.17311135744902,-46.90587317884097,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brasil",2020-09-13 23:09:07 +0000 UTC,-23.12145679387351,-46.85401440692751,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brasil",6.97,17.32,BRL
Campinas,UberX,CANCELED,2020-09-13 01:01:50 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.17862904362712,-46.91370334246751,"Avenida Professora Maria do Carmo Guimarães Pellegrini & Rua do Retiro - Retiro - Jundiaí - SP, 13209",1970-01-01 00:00:00 +0000 UTC,-23.17859081732757,-46.91374704270406,"Avenida Professora Maria do Carmo Guimarães Pellegrini & Rua do Retiro - Retiro - Jundiaí - SP, 13209",0.00,0,BRL
Campinas,UberX,COMPLETED,2020-09-07 19:12:43 +0000 UTC,2020-09-07 19:17:57 +0000 UTC,-23.1730981015498,-46.90582928115523,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brasil",2020-09-07 19:28:31 +0000 UTC,-23.12149863745894,-46.853953208667,"Chácaras Maltoni, Jundiaí - SP, 13218-650, Brasil",6.95,17.71,BRL
Santos,UberX,COMPLETED,2020-09-06 01:47:25 +0000 UTC,2020-09-06 01:51:46 +0000 UTC,-24.18308862944685,-46.78913609121759,"Praça Carlos Botelho, 171 - Centro, Itanhaém - SP, 11740-000, Brasil",2020-09-06 01:56:41 +0000 UTC,-24.19090990907524,-46.79680201227364,"R. Benedito Calixto, 80 - Praia dos Pescadores, Itanhaém - SP, 11740-000, Brasil",1.09,8.25,BRL
Santos,UberX,COMPLETED,2020-09-05 22:54:21 +0000 UTC,2020-09-05 23:00:41 +0000 UTC,-24.19092968439531,-46.79693471086556,"R. Benedito Calixto, 74 - Praia dos Pescadores, Itanhaém - SP, 11740-000, Brasil",2020-09-05 23:04:55 +0000 UTC,-24.18305400180606,-46.78885665574651,"Praça Carlos Botelho, 207 - Centro, Itanhaém - SP, 11740-000, Brasil",1.04,10.75,BRL
Campinas,UberX,COMPLETED,2020-08-29 21:47:52 +0000 UTC,2020-08-29 22:00:59 +0000 UTC,-23.12025753956822,-46.85391163771125,"Chácaras Maltoni, Jundiaí - SP, 13215-860, Brasil",2020-08-29 22:16:25 +0000 UTC,-23.18980761192002,-46.85351848608494,"R. Manoel José da Fonseca, 266 - Jardim Santa Rita de Cassia, Jundiaí - SP, 13219-200, Brasil",6.06,12.76,BRL
Campinas,UberX,COMPLETED,2020-08-25 18:06:54 +0000 UTC,2020-08-25 18:17:25 +0000 UTC,-23.11092538482317,-46.88265842249636,"Av. Geraldo Azzoni, 1749 - Rio Acima, Jundiaí - SP, 13215-840, Brasil",2020-08-25 18:36:34 +0000 UTC,-23.20265519176388,-46.89190025314534,"Av. 9 de Julho, 3575 - Anhangabaú, Jundiaí - SP, 13208-056, Brasil",9.11,25.78,BRL
Campinas,UberX,COMPLETED,2020-08-14 22:40:42 +0000 UTC,2020-08-14 22:58:03 +0000 UTC,-23.1509844,-46.8763272,"Av. Padre Evaristo Afonso, 99 - Parque Sao Luiz, Jundiaí - SP, 13216-724, Brasil",2020-08-14 23:04:52 +0000 UTC,-23.1215868,-46.8539573,"Chácaras Maltoni, Jundiaí - SP, 13218-650, Brasil",3.58,15.3,BRL
Campinas,UberX,CANCELED,2020-08-14 22:39:58 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,COMPLETED,2020-08-14 19:11:59 +0000 UTC,2020-08-14 19:28:46 +0000 UTC,-23.1108741,-46.8824682,"Av. Geraldo Azzoni, 1749 - Rio Acima, Jundiaí - SP, 13215-840, Brasil",2020-08-14 19:58:23 +0000 UTC,-23.2124377,-46.8827429,"Av. Rubbo, 157 - Vila Nova Jundiainopolis, Jundiaí - SP, 13206-570, Brasil",9.31,32.4,BRL
Campinas,UberX,COMPLETED,2020-08-04 15:12:18 +0000 UTC,2020-08-04 15:31:34 +0000 UTC,-23.1169214,-46.8567619,"R. Antônio Anholon, 434 - Champirra, Jundiaí - SP, 13216-756, Brasil",2020-08-04 15:38:42 +0000 UTC,-23.1164576,-46.876822,"Av. Geraldo Azzoni, 1007 - Aglomeração Urbana de Jundiaí, Jundiaí - SP, 13215-840, Brasil",3.05,6.55,BRL
Campinas,UberX,COMPLETED,2020-07-30 21:26:32 +0000 UTC,2020-07-30 21:29:40 +0000 UTC,-23.1509027,-46.8762349,"Av. Padre Evaristo Afonso, 99 - Parque Sao Luiz, Jundiaí - SP, 13216-724, Brasil",2020-07-30 21:49:58 +0000 UTC,-23.1215697,-46.8539126,"Chácaras Maltoni, Jundiaí - SP, 13218-650, Brasil",4.84,12.97,BRL
Campinas,UberX,COMPLETED,2020-07-25 02:56:03 +0000 UTC,2020-07-25 03:18:46 +0000 UTC,-23.1210889,-46.8502107,"Chácaras Maltoni, Jundiaí - SP, 13216-757, Brasil",2020-07-25 03:38:32 +0000 UTC,-23.1731326,-46.9059386,"R. Antônio Maximiliano de Almeida, 76 - Cidade Luíza, Jundiaí - SP, 13214-120, Brasil",11.04,18.88,BRL
Campinas,UberX,COMPLETED,2020-07-24 23:22:02 +0000 UTC,2020-07-24 23:26:10 +0000 UTC,-23.1694098,-46.9096624,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brasil",2020-07-24 23:39:45 +0000 UTC,-23.1210339,-46.8501915,"Chácaras Maltoni, Jundiaí - SP, 13216-757, Brasil",6.69,11.9,BRL
Campinas,UberX,CANCELED,2020-07-24 23:19:34 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1502946,-46.9143746,"Rua Daniel Zechin & Avenida Arnaldo Giuntini - Cecap - Jundiaí - SP, 13214",1970-01-01 00:00:00 +0000 UTC,-23.1502946,-46.9143746,"Rua Daniel Zechin & Avenida Arnaldo Giuntini - Cecap - Jundiaí - SP, 13214",0.00,0,BRL
Campinas,UberEATS Marketplace,COMPLETED,2020-07-23 16:32:48 +0000 UTC,2020-07-23 16:58:05 +0000 UTC,-22.8546496,-47.0519405,"Rua Jasmim, 750 - Campinas - SP, 13087-460",2020-07-23 16:58:05 +0000 UTC,-22.8546496,-47.0519405,"Rua Jasmim, 750 - Campinas - SP, 13087-460",2.45,16.94,BRL
Campinas,UberX,COMPLETED,2020-07-09 09:39:38 +0000 UTC,2020-07-09 09:49:41 +0000 UTC,-23.1525276,-46.8731008,"Av. Humberto Cereser, 471 - Jundiaí Mirim, Jundiaí - SP, 13216-700, Brasil",2020-07-09 09:57:17 +0000 UTC,-23.1203234,-46.8540287,"Av. Alexandre Milani, 9000 - Chácaras Maltoni, Jundiaí - SP, 13218-650, Brasil",3.93,10.86,BRL
Campinas,UberX,COMPLETED,2020-07-05 01:17:22 +0000 UTC,2020-07-05 01:32:18 +0000 UTC,-23.12142,-46.85404,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brasil",2020-07-05 01:53:24 +0000 UTC,-23.17307,-46.90587,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brasil",10.83,16.99,BRL
Campinas,UberEATS Marketplace,COMPLETED,2020-06-30 17:58:45 +0000 UTC,2020-06-30 18:19:22 +0000 UTC,-23.1885723,-46.8877111,"Rua Zacarias de Góes, 452 - Centro - Jundiaí - SP, 13201-800",2020-06-30 18:19:22 +0000 UTC,-23.1885723,-46.8877111,"Rua Zacarias de Góes, 452 - Centro - Jundiaí - SP, 13201-800",0.15,18.68,BRL
Campinas,UberX,COMPLETED,2020-06-14 00:14:42 +0000 UTC,2020-06-14 00:24:04 +0000 UTC,-23.1214229,-46.8539937,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brasil",2020-06-14 00:45:01 +0000 UTC,-23.1730894,-46.9058434,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brasil",11.35,22.05,BRL
Campinas,UberX,COMPLETED,2020-06-02 16:58:17 +0000 UTC,2020-06-02 17:01:08 +0000 UTC,-23.1693886,-46.9097229,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brasil",2020-06-02 17:12:46 +0000 UTC,-23.1213447,-46.8540632,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brasil",6.50,16.36,BRL
Campinas,UberX,COMPLETED,2020-06-01 23:17:22 +0000 UTC,2020-06-01 23:50:41 +0000 UTC,-23.1213874,-46.8540518,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brasil",2020-06-02 00:01:46 +0000 UTC,-23.1525337,-46.8731552,"Av. Humberto Cereser, 465 - Jundiaí Mirim, Jundiaí - SP, 13216-700, Brasil",4.06,12.27,BRL
Campinas,UberX,COMPLETED,2020-05-11 10:11:20 +0000 UTC,2020-05-11 10:14:56 +0000 UTC,-23.149895,-46.8763517,"R. Francisco Anholon, 131 - Parque Sao Luiz, Jundiaí - SP, 13216-722, Brasil",2020-05-11 10:21:08 +0000 UTC,-23.1203333,-46.854081,"Av. Alexandre Milani, 9000 - Chácaras Maltoni, Jundiaí - SP, 13218-650, Brasil",3.40,10.47,BRL
Campinas,UberX,COMPLETED,2020-05-08 11:37:04 +0000 UTC,2020-05-08 11:38:51 +0000 UTC,-23.18468,-46.88565,"Rua Rangel Pestana, 523 - Centro, Jundiaí - SP, 13201-000, Brazil",2020-05-08 11:53:14 +0000 UTC,-23.1215,-46.85402,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.59,17.29,BRL
Campinas,VIP,COMPLETED,2020-05-03 01:00:33 +0000 UTC,2020-05-03 01:10:19 +0000 UTC,-23.1650692,-46.9065233,"SP-332, 2764 - Parque Centenário, Jundiaí - SP, 13214-830, Brazil",2020-05-03 01:18:34 +0000 UTC,-23.120342,-46.8540842,"Av. Alexandre Milani, 9000 - Chácaras Maltoni, Jundiaí - SP, 13218-650, Brazil",5.83,15.82,BRL
Campinas,VIP,COMPLETED,2020-04-30 23:02:41 +0000 UTC,2020-04-30 23:10:47 +0000 UTC,-23.121634,-46.8527274,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",2020-04-30 23:26:26 +0000 UTC,-23.1732083,-46.9059244,"R. Dr. Jaime Pinheiro de Ulhôa Cintra, 365 - Cidade Luíza, Jundiaí - SP, 13214-114, Brazil",10.74,26.58,BRL
Campinas,VIP,CANCELED,2020-04-26 01:54:34 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,VIP,COMPLETED,2020-04-16 23:44:16 +0000 UTC,2020-04-16 23:50:38 +0000 UTC,-23.1525626,-46.8730422,"Av. Humberto Cereser, 471 - Jundiaí Mirim, Jundiaí - SP, 13216-700, Brazil",2020-04-16 23:59:12 +0000 UTC,-23.1729521,-46.9059635,"R. Antônio Maximiliano de Almeida, 75 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",4.36,12.43,BRL
Campinas,UberX,COMPLETED,2020-04-16 10:26:57 +0000 UTC,2020-04-16 10:29:33 +0000 UTC,-23.1838491,-46.854408,"R. Manoel Fernandes Martins, 436 - Nuc Colonial, Jundiaí - SP, 13219-646, Brazil",2020-04-16 10:43:52 +0000 UTC,-23.1216819,-46.852869,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",5.20,15.56,BRL
Campinas,UberX,COMPLETED,2020-04-10 10:38:21 +0000 UTC,2020-04-10 10:50:53 +0000 UTC,-23.1498365,-46.8763506,"R. Francisco Anholon, 140 - Parque Sao Luiz, Jundiaí - SP, 13216-722, Brazil",2020-04-10 10:56:15 +0000 UTC,-23.1202568,-46.8540415,"Av. Alexandre Milani, 9000 - Chácaras Maltoni, Jundiaí - SP, 13218-650, Brazil",3.40,10.36,BRL
Campinas,UberX,COMPLETED,2020-03-18 16:10:32 +0000 UTC,2020-03-18 16:14:09 +0000 UTC,-23.188032,-46.8790236,"R. XV de Novembro, 1000 - Centro, Jundiaí - SP, 13201-005, Brazil",2020-03-18 16:47:36 +0000 UTC,-23.1214348,-46.854107,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",8.77,24.72,BRL
Campinas,UberX,COMPLETED,2020-03-06 20:43:46 +0000 UTC,2020-03-06 20:45:58 +0000 UTC,-23.2072686,-46.895387,"Av. 9 de Julho, 4000 - Jardim Anhanguera, Jundiaí - SP, 13208-056, Brazil",2020-03-06 20:59:37 +0000 UTC,-23.173004,-46.9054865,"R. Antônio Maximiliano de Almeida, 142 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",4.85,20.52,BRL
Sao Paulo,UberX,COMPLETED,2020-03-06 15:52:24 +0000 UTC,2020-03-06 15:56:39 +0000 UTC,-23.5225809,-46.623901,"n 153 - Av. Projetada Caninde Pari - Pte. Pequena, São Paulo - SP, 01109-010, Brazil",2020-03-06 15:59:30 +0000 UTC,-23.5165257,-46.6246523,"Santana, São Paulo - State of São Paulo, 02011-500, Brazil",0.50,16.87,BRL
Sao Paulo,UberX,COMPLETED,2020-03-06 14:42:54 +0000 UTC,2020-03-06 14:45:56 +0000 UTC,-23.5161139,-46.6244986,"R. Eudoro Lemos, 260-388 - Santana, São Paulo - SP, 02030-010, Brazil",2020-03-06 14:54:18 +0000 UTC,-23.5225565,-46.62392,"n 153 - Av. Projetada Caninde Pari - Pte. Pequena, São Paulo - SP, 01109-010, Brazil",1.29,7.09,BRL
Campinas,UberX,COMPLETED,2020-03-04 20:20:05 +0000 UTC,2020-03-04 20:23:44 +0000 UTC,-23.16746,-46.9173,"Area 1 - Av. Armando Giassetti, 333 - Engordadouro, Jundiaí - SP, 13214-525, Brazil",2020-03-04 20:37:06 +0000 UTC,-23.12032,-46.8540317,"Av. Alexandre Milani, 9000 - Chácaras Maltoni, Jundiaí - SP, 13218-650, Brazil",6.89,18.4,BRL
Campinas,UberX,COMPLETED,2020-03-04 16:30:52 +0000 UTC,2020-03-04 16:33:12 +0000 UTC,-23.1651092,-46.9064945,"Rod. Ver. Geraldo Dias, 2757 - Parque Centenário, Jundiaí - SP, 13214-830, Brazil",2020-03-04 16:40:34 +0000 UTC,-23.1821955,-46.932400200000004,"Av. Arquimedes, 1060 - Jardim Guanabara, Jundiaí - SP, 13211-840, Brazil",3.10,10.76,BRL
Campinas,UberX,COMPLETED,2020-02-27 00:19:32 +0000 UTC,2020-02-27 00:24:06 +0000 UTC,-23.1686102,-46.8910962,"Av. Antônio Frederico Ozanan, 6000 - Vila Rio Branco, Jundiaí - SP, 13215-276, Brazil",2020-02-27 00:43:32 +0000 UTC,-23.1203037,-46.8540809,"R. Profa. Eliza Carelli Mazzei, 522 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",8.50,22.85,BRL
Campinas,UberX,CANCELED,2020-02-27 00:16:20 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Campinas,UberX,CANCELED,2020-02-26 20:18:09 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1505574,-46.8759333,"- Jundiaí Mirim - Olímpia - SP, 15400-000",1970-01-01 00:00:00 +0000 UTC,-23.1441182183652,-46.87359585087696,"SP-360, 3602 - Jardim Tarumã, Jundiaí - SP, 13216-605, Brazil",0.00,0,BRL
Campinas,UberX,COMPLETED,2020-02-26 17:26:41 +0000 UTC,2020-02-26 17:29:24 +0000 UTC,-23.169438800000002,-46.9096997,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2020-02-26 17:42:28 +0000 UTC,-23.1214745,-46.8539754,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.51,17.33,BRL
Campinas,UberX,COMPLETED,2020-02-25 17:33:51 +0000 UTC,2020-02-25 17:37:47 +0000 UTC,-23.1857905,-46.875592,"Av. São João, 343 - Vila Joana, Jundiaí - SP, 13216-000, Brazil",2020-02-25 17:51:59 +0000 UTC,-23.120237,-46.8541797,"R. Profa. Eliza Carelli Mazzei, 522 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",6.57,15.87,BRL
Campinas,UberX,COMPLETED,2020-02-21 20:16:40 +0000 UTC,2020-02-21 20:18:13 +0000 UTC,-23.1840594,-46.8542976,"R. Manoel Fernandes Martins, 436 - Nuc Colonial, Jundiaí - SP, 13219-646, Brazil",2020-02-21 20:34:50 +0000 UTC,-23.121659,-46.8538689,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",5.53,16.21,BRL
Sao Paulo,UberX,COMPLETED,2020-02-21 16:42:21 +0000 UTC,2020-02-21 16:46:04 +0000 UTC,-23.5226002,-46.6238406,"Ponte Pequena, São Paulo - State of São Paulo, 01109-010, Brazil",2020-02-21 16:48:52 +0000 UTC,-23.5163774,-46.6249249,"Santana, São Paulo - State of São Paulo, 02031-000, Brazil",0.51,16.79,BRL
